repo_name,commit,message,Is_Positive,Is_Negative,Justification,Certain,Comment,Sampling
kubernetes/client-go,32a482af2030e905b694c4308cc729f7bb50720d,"Merge pull request #66837 from deads2k/client-02-panic

Automatic merge from submit-queue (batch tested with PRs 66870, 66929, 66837). If you want to cherry-pick this change to another branch, please follow the instructions <a href=""https://github.com/kubernetes/community/blob/master/contributors/devel/cherry-picks.md"">here</a>.

fix panic fake SAR client expansion

if the object is nil, the type assertion fails.

@kubernetes/sig-api-machinery-bugs

```release-note
NONE
```

Kubernetes-commit: a2223e9a9281ca83fd85814c8e7c32b3c8fde53f
",FALSE,FALSE,fix panic,,,5_jan_2021_neg_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
tgstation/tgstation,bfa572b186b079273f8ee1b506d75918cbc644d7,"Makes Zombies 2 spooky (#27984)

* stun limit

* Update zombies.dm

* True extent of my laziness revealed

* 4

* moaning

* actual code
",FALSE,FALSE,moaning (of the zombies?),,,5_jan_2021_neg_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
Taeung/tip,87590e26ff4e7d57dfdaa81780b1b0d9e9970a4c,"[MTD] OneNAND: Add missing files

Simple bad block table source and header files

Signed-off-by: Kyungmin Park <504c23c4986a3760712724894be3105092c27331@samsung.com>
Signed-off-by: Thomas Gleixner <00e4cf8f46a57000a44449bf9dd8cbbcc209fd2a@linutronix.de>
",FALSE,TRUE,bad,,,5_jan_2021_neg_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
gdl-lang/common-clinical-models,f493e09508dfe70cfc25c0f362ffe113e125baf8,"RAPID Score for Acetabular Chondrolabral Disruption
",FALSE,FALSE,distruption,,,5_jan_2021_neg_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
Citadel-Station-13/Citadel-Station-13,ad3608caebb6ef56411ddb5b6e257d2bde482801,"Merge pull request #4075 from Citadel-Station-13/upstream-merge-32699

[MIRROR] Fixes hostile mobs attacking surrounding tiles when trying to attack someone: the stunning finale",FALSE,FALSE,hostile mobs,,,5_jan_2021_neg_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
2Abendsegler/GClh,176262d6c299d54f75b88596f5a90d88bce2dfd6,"#807 remove some useless layers and add some settings: width, height, no tracklist, waypoint list and auto zoom
",FALSE,TRUE,useless,,,5_jan_2021_neg_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
projectbuendia/buendia,c1336ad61692c0d2d868f75f6f4c4996e2a4ce29,"Add execute_openmrs_sql function to test-harness.sh

Also, ensure that openmrs_auth header is properly quoted. oops
",FALSE,TRUE,oops,,,5_jan_2021_neg_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
STJr/SRB2,6c1483266c05fe9fe496871ca0775dca349b37f2,"You know, I should've converted these with the earlier commit. Silly me.
",FALSE,TRUE,silly,,,5_jan_2021_neg_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
amazeeio/lagoon,ed59e0d2332057b9a335968f71d15236b19f0343,"4h instead of 10secs, oops
",FALSE,TRUE,oops,,,5_jan_2021_neg_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
alphagov/notifications-api,e1239bea06358d2ee71d0bf341dc7c7a404aa3c0,"Use model to work out whether to prefix message

`service.sms_sender` has been deprecated; we should be looking at which
of the service’s SMS senders is default to work out if the message
has been sent from GOVUK or not (and if it has, then prefix the message
with the service name).

The arguments to `SMSMessageTemplate` are _super_ badly named – `sender`
isn’t really used as a string, it’s a boolean that effectively means
‘is this a custom sender (`True`) or the platform default (`False`)’. We
should rename it once this bug is fixed.
",FALSE,TRUE,badly,,,5_jan_2021_neg_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
jollaman999/openwrt,f3d693c0eeffacf542c1bbaf024e38664dee9ebd,"ar71xx: do not reset the hardware on transmit timeout - this would mess up the up the PHY state

SVN-Revision: 27568
",FALSE,TRUE,mess up,,,5_jan_2021_neg_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
cgeo/cgeo,6def683e9e0b6857597a38e90b58462b939528be,"Add forgotten change while upgrading RxJava
",FALSE,TRUE,forgotten,,,5_jan_2021_neg_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
zippy2/libvirt,2f4d2496a88055a8343b3efca618522da8715d92,"util: Don't try to fchown files opened as non-root

When virFileOpenAs is called with VIR_FILE_OPEN_AS_UID flag and uid/gid
different from root/root while libvirtd is running as root, we fork a
new child, change its effective UID/GID to uid/gid and run
virFileOpenAsNoFork. It doesn't make any sense to fchown() the opened
file in this case since we already know that uid/gid can access the file
when open succeeds and one of the following situations may happen:

- the file is already owned by uid/gid and we skip fchown even before
  this patch
- the file is owned by uid but not gid because it was created in a
  directory with SETGID set, in which case it is desirable not to change
  the group
- the file may be owned by a completely different user and/or group
  because it was created on a root-squashed or even all-squashed NFS
  filesystem, in which case fchown would most likely fail anyway
",FALSE,FALSE,desirable action,,,5_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
Taeung/tip,90c215c47675be42f164a4bac282666753e09225,"cfg80211: fix SME connect

There's a check saying
	/* we're good if we have both BSSID and channel */
	if (wdev->conn->params.bssid && wdev->conn->params.channel) {

but that isn't true -- we need the BSS struct. This leads
to errors such as

    Trying to associate with 00:1b:53:11:dc:40 (SSID='TEST' freq=2412 MHz)
    ioctl[SIOCSIWFREQ]: No such file or directory
    ioctl[SIOCSIWESSID]: No such file or directory
    Association request to the driver failed
    Associated with 00:1b:53:11:dc:40

in wpa_supplicant, as reported by Holger.

Instead, we really need to have the BSS struct, and if we
don't, then we need to initiate a scan for it. But we may
already have the BSS struct here, so hang on to it if we
do and scan if we don't.

Signed-off-by: Johannes Berg <8398eb9892c5ab2ff439ca0b5e4b0706dd9ebef9@sipsolutions.net>
Tested-by: Holger Schurig <7d2dad709f28de37ce9f3896977c502a3cc4d287@mail.mn-solutions.de>
Signed-off-by: John W. Linville <2a53bac7a5d324865ef46ec4c38b2c0fba1456b4@tuxdriver.com>
",FALSE,FALSE,we're good,,,5_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
symfony/security-bundle,6ac9de678a4d85dd6f91bc03284a92ff826693d4,"bug #19667 [SecurityBundle] Add missing deprecation notice for form_login.intention (ro0NL)

This PR was squashed before being merged into the 2.8 branch (closes #19667).

Discussion
----------

[SecurityBundle] Add missing deprecation notice for form_login.intention

| Q             | A
| ------------- | ---
| Branch?       |  2.8
| Bug fix?      | yes
| New feature?  | no
| BC breaks?    | no
| Deprecations? | yes
| Tests pass?   | yes
| Fixed tickets | #19664, #19661, #19652
| License       | MIT
| Doc PR        | -
By the grace of @chalasr

ping @fabpot

Commits
-------

2a7bbd1 [SecurityBundle] Add missing deprecation notice for form_login.intention
",TRUE,FALSE,grace,,,5_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
kbase/narrative,2515fc3bdc2197fe045a1e58733a4f9c1a83a117,"Updated the narrative core code pretty substantially for widget state saving and loading. It should all work, but older narratives might be broken. Probably best to click the function buttons and run things from scratch.
",FALSE,FALSE,pretty substantially,,,5_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
rpm-software-management/dnf,3edf4c6105750086885c32b9eec8b9980e05af4e,"Give nicer messages when we can't find things due to case sensitivity
",FALSE,FALSE,nicer messages,,,5_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
mesonbuild/meson,894623ad5aabaac06fab219173183c4533af74ef,"docs/users: Add HarfBuzz [skip ci]

Proudly a meson user now",TRUE,FALSE,Proudly,,,5_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
datawrapper/datawrapper,14f36bff60e7339545c65de8e853d8b2a662fcdd,"fixed XSS vulnerability

Thank god the username is truncated, which kills most of the useful stuff you could do.
Also, fixed one unrelated HTML error.
",TRUE,FALSE,Thank god,,,5_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
vroyer/elassandra,a608db122de8f2a8fb4df6131395894c7b39428a,"Search: Remove the `count` search type.

This commit brings the benefits of the `count` search type to search requests
that have a `size` of 0:
 - a single round-trip to shards (no fetch phase)
 - ability to use the query cache

Since `count` now provides no benefits over `query_then_fetch`, it has been
deprecated.

Close #7630
",TRUE,FALSE,benefits,,,5_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
Taeung/tip,09a4c02e58c1b3d9748f78242962b7f63c68477e,"drm/i915: Look for an active kernel context before switching

We were not very carefully checking to see if an older request on the
engine was an earlier switch-to-kernel-context before deciding to emit a
new switch. The end result would be that we could get into a permanent
loop of trying to emit a new request to perform the switch simply to
flush the existing switch.

What we need is a means of tracking the completion of each timeline
versus the kernel context, that is to detect if a more recent request
has been submitted that would result in a switch away from the kernel
context. To realise this, we need only to look in our syncmap on the
kernel context and check that we have synchronized against all active
rings.

v2: Since all ringbuffer clients currently share the same timeline, we do
have to use the gem_context to distinguish clients.

As a bonus, include all the tracing used to debug the death inside
suspend.

v3: Test, test, test. Construct a selftest to exercise and assert the
expected behaviour that multiple switch-to-contexts do not emit
redundant requests.

Reported-by: Mika Kuoppala <cd221c71e765d1ce593d15b204fee351fb09fd98@intel.com>
Fixes: a89d1f921c15 (""drm/i915: Split i915_gem_timeline into individual timelines"")
Signed-off-by: Chris Wilson <711c73f64afdce07b7e38039a96d2224209e9a6c@chris-wilson.co.uk>
Cc: Mika Kuoppala <cd221c71e765d1ce593d15b204fee351fb09fd98@intel.com>
Reviewed-by: Mika Kuoppala <cd221c71e765d1ce593d15b204fee351fb09fd98@linux.intel.com>
Link: https://patchwork.freedesktop.org/patch/msgid/20180524081135.15278-1-711c73f64afdce07b7e38039a96d2224209e9a6c@chris-wilson.co.uk
",TRUE,FALSE,bonus,,,5_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
pnpm/pnpm,fdad157392ace430dae2abdf1f84b6c980fb3caa,"feat: --shamefully-flatten (#42)

* feat: this is a best attempt at flattening the dependency tree, similar to what npm does

* test: shamefullyFlatten option

* feat: when uninstalling, if shamefully-flatten is true, we need to re-flatten

* fix: use new shrinkwrap, not the old one

* fix: changes suggested in PR

* test: remove test.only

* fix: various bugs in uninstall and general install, added tests

* test: fix test

* test: use project.has and project.hasNot correctly

* test: remove test.only

* test: added tsconfig.json, added lint-test script, lint fixes

* test: use correct message

* fix: check should work on windows too
",TRUE,TRUE,best attempt,,,5_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
Taeung/tip,05f4c350ee02e9461c6ae3a880ea326a06835e37,"NFS: Discover NFSv4 server trunking when mounting

""Server trunking"" is a fancy named for a multi-homed NFS server.
Trunking might occur if a client sends NFS requests for a single
workload to multiple network interfaces on the same server.  There
are some implications for NFSv4 state management that make it useful
for a client to know if a single NFSv4 server instance is
multi-homed.  (Note this is only a consideration for NFSv4, not for
legacy versions of NFS, which are stateless).

If a client cares about server trunking, no NFSv4 operations can
proceed until that client determines who it is talking to.  Thus
server IP trunking discovery must be done when the client first
encounters an unfamiliar server IP address.

The nfs_get_client() function walks the nfs_client_list and matches
on server IP address.  The outcome of that walk tells us immediately
if we have an unfamiliar server IP address.  It invokes
nfs_init_client() in this case.  Thus, nfs4_init_client() is a good
spot to perform trunking discovery.

Discovery requires a client to establish a fresh client ID, so our
client will now send SETCLIENTID or EXCHANGE_ID as the first NFS
operation after a successful ping, rather than waiting for an
application to perform an operation that requires NFSv4 state.

The exact process for detecting trunking is different for NFSv4.0 and
NFSv4.1, so a minorversion-specific init_client callout method is
introduced.

CLID_INUSE recovery is important for the trunking discovery process.
CLID_INUSE is a sign the server recognizes the client's nfs_client_id4
id string, but the client is using the wrong principal this time for
the SETCLIENTID operation.  The SETCLIENTID must be retried with a
series of different principals until one works, and then the rest of
trunking discovery can proceed.

Signed-off-by: Chuck Lever <e7d8216bf9b1956703857d0050bd04192118f43d@oracle.com>
Signed-off-by: Trond Myklebust <6a1f9db795c9fc44be97d66ab114c53193bd3d13@netapp.com>
",FALSE,FALSE,"successful ping, good spot",,,5_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
samba-team/samba,177ca764fc33e84f35fd6ffdf7c5dbb686704fb4,"vlv: better syntax for parsing greater than or equal strings

This makes the gt_eq case different from the indexed case in the eyes
of sscanf().

Pair-programmed-with: Garming Sam <95d1856ad7e7e0b74b122929c1f1e47d287c99a8@catalyst.net.nz>
Signed-off-by: Douglas Bagnall <ea5c2dd9e1e1bee052dcc821cab32bd228dd61c7@catalyst.net.nz>
Reviewed-by: Andrew Bartlett <9503ccf2b9baea7c4d590fbd562f8b0a297738eb@samba.org>
Reviewed-by: Garming Sam <95d1856ad7e7e0b74b122929c1f1e47d287c99a8@catalyst.net.nz>
",FALSE,FALSE,greater than,,,5_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
NoraUi/NoraUi,dba5a52a51eb04e7d606bc8daa3033c774363eae,"Lastest javadoc on successful travis build 2451 auto-pushed to NoraUi
",TRUE,FALSE,successful,,,5_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
Taeung/tip,0cc698af36ff22295dce2f5e46b0cfe605789fa4,"vTPM: support little endian guests

This patch makes the code endianness independent. We defined a
macro do_endian_conversion to apply endianness to raw integers
in the event entries so that they will be displayed properly.
tpm_binary_bios_measurements_show() is modified for the display.

Signed-off-by: Hon Ching(Vicky) Lo <586dce2b5b41882e50b9a0eefaf3387b8b8c8cc6@linux.vnet.ibm.com>
Signed-off-by: Joy Latten <d52cec510126fd47fd8d2fded238791e9e5bd0bf@linux.vnet.ibm.com>
Reviewed-by: Ashley Lai <782f9b10621e362d5bd0def3a279b5e0908c9ebb@ahsleylai.com>
Reviewed-by: Ashley Lai <782f9b10621e362d5bd0def3a279b5e0908c9ebb@ahsleylai.com>
Signed-off-by: Peter Huewe <014f16385c5a8ff1646b588a3d5169b595c0f10e@gmx.de>
",FALSE,FALSE,Joy Latten,,,5_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
MaharaProject/mahara,ae7eab32c45f24af3e37e78052c666c0dabe3c59,"Provide some default content for the loading bar.

It doesn't seem to appear in some browsers (I'm looking at you, Opera and Safari), but does make things a little nicer in IE.
",TRUE,FALSE,nicer,,,5_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
amatriain/feedbunch,455b0b440b4d89d14932a12bac59eef3a35c57b7,"Prettier ""loading..."" message.
",TRUE,FALSE,prettier,,,5_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
fieldtrip/fieldtrip,3655a6b43fa1b2b92a38e0e09649a555d2e6211b,"bugfix - channel selection with data as input argument was not done since r10217. See http://bugzilla.fcdonders.nl/show_bug.cgi?id=2841. Thanks to Pim for reporting.


git-svn-id: acc6c3ca29b1786dc0c9899ede6e50e0d8935a36@10231 0cf7c7f0-3615-4144-b4e6-68da3bce3cd0
",TRUE,FALSE,thanks,,,5_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
llvm-mirror/llvm,855d9da596062b5742a27d9d96c38528120f391b,"fix 255.vortex again, third time's the charm.


git-svn-id: 0ff597fd157e6f4fc38580e8d64ab130330d2411@90217 91177308-0d34-0410-b5e6-96231b3b80d8
",FALSE,FALSE,third time's the charm,,,5_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
TWExchangeSolutions/es-components,c9f2eff70312d18049648075e1f4145f35d2e6a7,"Breaking: add react@next and react-dom@next

Update the required peer dependency to be greater than 16.7
",FALSE,FALSE,greater than,,,5_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
Taeung/tip,83e12a076e3587d60cfbe65a761ef54e14a264e3,"[IA64] correctly count CPU objects in the ia64/sn hwperf interface

Correctly count CPU objects for SGI ia64/sn hwperf interface

Signed-off-by: Mark Goodwin <e4fc943ceaa9ffc07753572262f09eacd9faf7c5@sgi.com>
Signed-off-by: Jack Steiner <9fc09c92f9d4898dd6e5af3e81679b627e939258@sgi.com>
Signed-off-by: Tony Luck <e7984595ec0368ff920a7b3521dc7093683f6f26@intel.com>
",FALSE,FALSE,Tony Luck,,,5_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
angr/cle,a8ba769c58094c21cae153f05f06ddf52e868784,"Merge branch 'wip/arch' into 'dev'

Wip/arch

Yan: I'm only opening this one, but this needs to be merged in conjunction with the similarly named branches from:

- angr
- simuvex
- fidget
- pyvex

Look it over and make any changes you like, but I'm pretty okay with this code now that the library path stuff is more explicit and the arm/armel/armhf weirdness has been resolved. We should probably re-abstract the names of all the Arm classes back to just ""ARM"" at some point, but I'm exhausted and really need to do homework for the next week.

See merge request !21
",TRUE,FALSE,pretty okay,,,10_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
SimpleMobileTools/Simple-Camera,7636f8ea9064be839e45ab2612a31d173f46a14b,"require Simple Thank You purchase for customizing colors
",FALSE,FALSE,"""thank you"" is the message",,,10_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
magnumjs/mag.js,4f4ceb6e3369bcb0f34d8d747ce0197595450049,"Create mag.0.20.6.min.js

v0.20.6 -Fastdom revert- moved fun call after next frame if any to prevent blocking",FALSE,FALSE,fun call?,,,10_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
FriendsOfPHP/PHP-CS-Fixer,007a52587fbb48f770d5b8e6a9a577b61c318aad,"minor #944 Enable caching of composer downloads on Travis (stof)

This PR was submitted for the 1.4 branch but it was merged into the 1.5 branch instead (closes #944).

Discussion
----------

Enable caching of composer downloads on Travis

This is possible thanks to 2 changes:

- the new docker-based infrastructure allows to use the cache for public repos too.
- since several months, Composer is smart enough to fallback to a source install in case it cannot download the dist, avoiding to break the build in case the Github API rate limit is reached on the Travis VM

And thanks to the usage of the cache, most downloads will not count in the API rate limit because they will never reach Github (only new versions will be downloaded when one of the dependencies makes a new release).

Note that the PR build will not show any improvement yet, because PR builds are loading the cache of their target branch, and the target branch does not have a cache yet of course.

The target of this PR is 1.4 so that all maintained branches will get this improvement.

Commits
-------

8663c23 Enable caching of composer downloads on Travis
",FALSE,FALSE,thanks to changes,FALSE,,10_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
kjambunathan/org-mode-ox-odt,0f175ea128f6a84898b46f81cf057e517a3f4acc,"org.el (org-refile-cache-check-set): More informative message

* org.el (org-refile-cache-check-set): More informative message.

Thanks to Samuel Wales for raising this.
",TRUE,FALSE,thanks to changes,,,10_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
tprrt/linux-stable,524b62fdbef54e8afa37ec8bcdf3ff5723ea160f,"Merge tag 'perf-urgent-for-mingo-4.12-20170704' of git://git.kernel.org/pub/scm/linux/kernel/git/acme/linux into perf/urgent

Pull perf/urgent fixes from Arnaldo Carvalho de Melo:

User visible changes:

 - Fix max attr.precise_ip probing to make perf use the best cycles:p
   available in the processor for non root users (Arnaldo Carvalho de Melo)

 - Fix processing of MMAP events for 32-bit binaries on 64-bit systems
   when unwind support is not fully integrated, fixing DSO and symbol
   resolution (Jiri Olsa)

Signed-off-by: Arnaldo Carvalho de Melo <293abb6b76d7791c0732cc517d38c4b5c734b87f@redhat.com>
Signed-off-by: Ingo Molnar <9dbbbf0688fedc85ad4da37637f1a64b8c718ee2@kernel.org>
",TRUE,FALSE,,FALSE,,10_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
wildfly/wildfly,805e599dbceb2e5201fbe48998506a6d865a732d,"temporarily reinstate messages after successful deploy and undeploy
",FALSE,FALSE,succesful depoly,,,10_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
tprrt/linux-stable,94f826b8076e2cb92242061e92f21b5baa3eccc2,"net: fix a potential rcu_read_lock() imbalance in rt6_fill_node()

Commit f2c31e32b378 (net: fix NULL dereferences in check_peer_redir() )
added a regression in rt6_fill_node(), leading to rcu_read_lock()
imbalance.

Thats because NLA_PUT() can make a jump to nla_put_failure label.

Fix this by using nla_put()

Many thanks to Ben Greear for his help

Reported-by: Ben Greear <a73a03e3b44aa05185cea6823d080c09a7808534@candelatech.com>
Reported-by: Dave Jones <d5ec0d24602845f6f4b6a35ef729998d1fba5507@redhat.com>
Signed-off-by: Eric Dumazet <a0baddf32b28d2f9429941ed4af2fe636e210591@gmail.com>
Tested-by: Ben Greear <a73a03e3b44aa05185cea6823d080c09a7808534@candelatech.com>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",TRUE,FALSE,thanks,,,10_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
